FID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION
HUNDESACKERLOGD.26728283,POINT (16.48214191577844 48.162296810616205),11,Fabianistraße,14,1254,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728284,POINT (16.364410480806953 48.224313042479885),9,Schulz-Straßnitzki-Gasse,1,1203,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728285,POINT (16.361369424310908 48.222659155066104),9,Pramergasse,1,2972,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728286,POINT (16.33960153930044 48.20709713624752),7,Bernardgasse,ggü. 34,2662,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728287,POINT (16.302639355961876 48.24340128572303),18,Pötzleinsdorfer Straße,ggü. 140,2497,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728232,POINT (16.32664060509199 48.192770064037056),15,Avediktstraße,13-17,2728,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728345,POINT (16.315528995469638 48.22335266343416),17,Hernalser Hauptstraße,177,2283,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728346,POINT (16.337745369427758 48.20724027742702),7,Lerchenfelder Gürtel,ggü. 30,2644,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728347,POINT (16.352051192720317 48.17572356925807),10,Kundrathstraße,10,2734,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728348,POINT (16.30598110486144 48.239460549894496),18,Kalbeckgasse,# Hawelgasse 27,2498,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728349,POINT (16.31326322833714 48.23828649736544),18,Buchleitengasse,# Hockegasse ggü. 72,2499,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728350,POINT (16.302931339233186 48.21400150543918),16,Ottakringer Straße,ggü. 258-260,2652,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728351,POINT (16.493630943488252 48.256850524026135),22,Steinnelkenweg,(Nähe Waldspielplatz),2500,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728354,POINT (16.349208683538833 48.25578571102056),19,Rudolf-Kassner-Gasse,5,2777,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728356,POINT (16.351920066923086 48.252139548419784),19,Reimersgasse,2,2780,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728362,POINT (16.40490972881443 48.17358649586615),11,Hauffgasse,41,1346,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728366,POINT (16.27692518042098 48.14128866063917),23,Anton-Krieger-Gasse,35,2713,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728367,POINT (16.367579337444486 48.18495467147809),5,Blechturmgasse,# Gassergasse,2126,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728368,POINT (16.309049940364226 48.19600320518059),14,Drechslergasse,24-30,0239,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728369,POINT (16.294207141675198 48.207459768447265),16,Steinlegasse,# Flötzersteigsteg,0219,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728370,POINT (16.30625012506643 48.24365086076961),18,Pötzleinsdorfer Straße,ggü. 103,0384,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728371,POINT (16.387256225577225 48.271564512577626),21,Kammelweg,11,0395,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728372,POINT (16.300469043600696 48.20736023100294),16,Blümelhubergasse,# Ribarzgasse,2192,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728373,POINT (16.315699677882613 48.21414630644723),16,Arnethgasse,60,2402,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728374,POINT (16.3071966062694 48.20538223597741),16,Adolf-Czettel-Gasse,ggü. 6,3143,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728375,POINT (16.323794934404024 48.2095670451425),16,Hasnerstraße,74,2166,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728376,POINT (16.31159182776468 48.21114261521225),16,Paltaufgasse,# Hasnerstraße,0234,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728377,POINT (16.303407385202473 48.204707393465185),16,Steinbruchstraße,# Maroltingergasse,0436,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728378,POINT (16.31873633879901 48.215000783234025),16,Familienplatz,ggü. 9,2400,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728379,POINT (16.3168397997634 48.21415804169512),16,Arnethgasse,54,2403,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728380,POINT (16.305844597009717 48.205804596275875),16,Lorenz-Mandl-Gasse,# Horvathgasse,0227,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728381,POINT (16.299292182511344 48.2053819353794),16,Steinbruchstraße,52,0449,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728382,POINT (16.32174936708961 48.209836541027485),16,Hasnerstraße,86,1406,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728383,POINT (16.31983573442206 48.2112398030413),16,Schuhmeierplatz,17-19,0226,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728384,POINT (16.316361118149626 48.21320911361267),16,Ottakringerstraße,154,0233,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728385,POINT (16.307368487655914 48.2079827143888),16,Wenhardtstraße,# Rosegggergasse,0224,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728386,POINT (16.303748208028292 48.209010845800826),16,Montleartstraße,ggü. 42,3145,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728387,POINT (16.3037425804793 48.22254302376285),16,Liebknechtgasse,# Karl-Metschl-Gasse,2411,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728388,POINT (16.301382663633895 48.214065286309356),16,Gallitzinstraße,# Johann-Staud-Straße,3159,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728389,POINT (16.305319806739398 48.222599143125954),16,Matteottiplatz,# Liebknechtgasse,0235,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728390,POINT (16.28270108819977 48.21659037622209),16,Gallitzinstraße,# Traunergasse,2190,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728391,POINT (16.284569894791016 48.2200046992811),17,Savoyenstraße,2,2648,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728393,POINT (16.288060671379622 48.213448365125565),16,Johann-Staud-Straße,ggü. Reizenpfenniggasse 56,2645,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728395,POINT (16.41771720079123 48.171304169602124),11,Braunhubergasse,3,1350,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728396,POINT (16.299898802050738 48.2144337027838),16,Gallitzinstraße,5,0442,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728397,POINT (16.30407598801129 48.214554822804686),16,Erdbrustgasse,ggü. 5,2412,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728398,POINT (16.29614685014806 48.20964145012492),16,Steinlegasse,33,2189,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728399,POINT (16.41778341899735 48.172669365074356),11,Simmeringer Hauptstraße,102-104,0420,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728400,POINT (16.304148471919635 48.21912023537433),16,Roterdstraße,Winterburgergasse,2414,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729294,POINT (16.30949082633977 48.20382292446896),16,Kendlerstraße,38B,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729295,POINT (16.443291237292417 48.254386254820474),22,Eipeldauer Straße,75,2605,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729299,POINT (16.41551311869027 48.260331814789375),21,Leopoldauer Straße,81,2214,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729304,POINT (16.423714194760056 48.16333858629566),11,Lorystraße,146/1,0293,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727350,POINT (16.433574937883666 48.20269524022208),2,Otto-Futterknecht-Weg,beim Schranken,1182,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727351,POINT (16.39694938629202 48.2188964573808),2,Venediger Au,ggü. Höhe Stuwerstraße,2253,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727352,POINT (16.399572792758413 48.22165089838559),2,Ybbsstraße,# Harkortstraße,0011,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727353,POINT (16.43365612101871 48.186588193380814),2,Unterer Prater,,2149,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727354,POINT (16.43118144482941 48.18759559500094),2,Kanalwächterhausweg,(Beim Weg Nr. 5),2150,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727355,POINT (16.421469486438273 48.191637163903465),2,Belvedereallee,(Bei Busstation 80A-Lusthaus),1178,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727356,POINT (16.433574937883666 48.20269524022208),2,Lusthausstraße,1,1075,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727357,POINT (16.42272060188415 48.19019247033709),2,Kanalwächterhausweg,21,2148,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727358,POINT (16.400149563224872 48.22838756913541),2,Wehlistraße,# Haussteingasse,2549,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727359,POINT (16.401538303374746 48.22594163790749),2,Mexikoplatz,# Engerthstraße,1078,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727361,POINT (16.411945554187813 48.21929761888689),2,Kafkasteg,ggü. Wehlistraße,0264,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727362,POINT (16.395630020581812 48.22097124087775),2,Lassallestraße,3,2320,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727363,POINT (16.416420536459164 48.21480394907514),2,Engerthstraße,232-238,2550,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727364,POINT (16.443516950059596 48.19655780892845),2,Aspernallee,5 Schule,1181,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727365,POINT (16.405742499541436 48.22397288842065),2,Mexikoplatz,13-14,1079,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727366,POINT (16.399295639476673 48.227656085750624),2,Engerthstraße,158,2562,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727367,POINT (16.41281829918282 48.21962825075144),2,Kafkasstraße,# Handelskai,2563,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727368,POINT (16.399390398039916 48.22407650017704),2,Radingerstraße,7,2564,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727369,POINT (16.40741639036678 48.21889003945217),2,Sebastian-Kneipp-Gasse,9,2565,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727370,POINT (16.406387428579265 48.222267421956346),2,Engerthstraße,193,2995,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727371,POINT (16.420747262216214 48.210722369817965),2,Vorgartenstraße,,2996,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727372,POINT (16.397812359965823 48.231163190777195),2,Weschelstraße,ggü . 5,3424,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727373,POINT (16.400817602395506 48.22334028747064),2,Lassallestraße,38-40,3423,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727374,POINT (16.430984686915764 48.205596445274715),2,Grünlandgasse,# Wehlistraße,3425,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727375,POINT (16.416569345668137 48.21209614168278),2,Stewlla Klein Löw Weg,9,3436,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727376,POINT (16.292842792744313 48.22705582786104),17,Pointengasse,14,3675,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727378,POINT (16.314095301287413 48.225258631151405),17,Frauenfelderstraße,# Josef-Moser-Gasse,3676,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727380,POINT (16.262759018398683 48.135770429331174),23,Pfitznergasse,# Elisenstraße,3700,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727381,POINT (16.379786281292812 48.216127117369936),2,Karmeliterplatz,5,0018,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727382,POINT (16.37382542289072 48.22177269500087),2,Untere Augartenstraße,# Kraftgasse,0010,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727383,POINT (16.37998513856706 48.219668826578605),2,Castellezgasse,# Obere Augartenstraße,1070,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727384,POINT (16.374932975096563 48.21548621207449),2,Obere Donaustraße,ggü. 77,2430,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727385,POINT (16.340217633037717 48.25816187603343),19,Ringweg,# Trummelhofgasse,3356,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727387,POINT (16.381211273186327 48.22262739388279),2,Castellezgasse,25,1069,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727388,POINT (16.320323270445932 48.24100752525442),18,Wilbrandtgase,19,1240,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727389,POINT (16.350629932813174 48.20014760352443),7,Lindengasse,# Zollergasse,0082,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727390,POINT (16.38282040932241 48.21598737591717),2,Schmelzgasse,9,0013,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727391,POINT (16.33879781972587 48.25043664210317),19,Kaasgrabengasse,ggü. 18.,3565,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727392,POINT (16.345937269428138 48.202856473844164),7,Bandgasse,# Kandlgasse,0097,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727394,POINT (16.347108900266463 48.199106388344376),7,Richtergasse,ggü. 12,2667,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727395,POINT (16.34332199959137 48.206607291811856),7,Bernardgasse,# Schottenfeldgasse,0199,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727397,POINT (16.35083673138739 48.20229567341883),7,Siebensterngasse,# Stuckgasse,0078,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727398,POINT (16.34910911093324 48.19989699996207),7,Lindengasse,# Neubaugasse,0212,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727399,POINT (16.34944955512365 48.19935628783523),7,Neubaugasse,9,0075,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727400,POINT (16.347098923666916 48.20038950784223),7,Hermanngasse,# Ahorngasse,0072,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727401,POINT (16.347053771585138 48.20029864452139),7,Jenny Steiner Weg,2,2661,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727402,POINT (16.349174884227885 48.20103031963004),7,Zollergasse,# Mondscheingasse,085,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727403,POINT (16.34310318435999 48.20651489992711),7,Bernhardgasse,# Schottenfeldgasse,3160,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727404,POINT (16.378208559734027 48.21709684055917),2,Tandelmarktgasse,# Große Sperlgasse,0015,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727405,POINT (16.385629472594896 48.217547925174586),2,Odeongasse,# Zirkusgasse,0270,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727406,POINT (16.38106849316043 48.21707440844999),2,Taborstraße,# Glockengasse,0017,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728288,POINT (16.316010235697075 48.234766533331474),18,Bastiengasse 48 ggü,# Eckpergasse 26,2501,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728289,POINT (16.33423532568031 48.2308024559704),18,Edmund Weiß Gasse,ggü. 9,2507,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728290,POINT (16.36436182627042 48.22039432246621),9,Servitengasse,10,2683,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728291,POINT (16.334321152441266 48.2467403635739),19,Daringergasse,1,2781,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728293,POINT (16.324959306982933 48.19938391866865),15,Tannhäuserplatz,# Plunkergasse,2207,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728294,POINT (16.316093284939587 48.2038537446517),15,Mareschplatz,6,2642,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728297,POINT (16.35704213345244 48.22715059495414),9,Salzergasse,26-30,3364,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728299,POINT (16.413304641462574 48.29703967659625),21,Luckenschwemmgasse,ggü. 10,3057,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728300,POINT (16.34004792110924 48.24184780538862),19,Friedlgasse,14,2289,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728301,POINT (16.377483729635326 48.231438866146135),20,Wallensteinstraße,ggü. 68-72,2445,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728302,POINT (16.32543065874757 48.20350460783612),15,Stutterheimstraße,# Walkürengasse,1437,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728303,POINT (16.38614847743688 48.2905447246495),21,Rußbergstraße,24-32,3047,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728304,POINT (16.367864382250605 48.21961990384059),9,Roßauer Lände,3,2967,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
